ZipCode,Estimate!!Households!!Total,"Estimate!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars)
46365,286,10.8,26.9,20.6,0,91471
46366,2116,16.8,12.8,2.3,0.9,50372
46368,15466,16.3,18.7,4.1,4.3,63593
46371,1221,20.4,17.2,15.4,13.6,92260
46373,6187,10.6,18.4,16.6,18.7,108498
46374,278,21.2,15.1,4,7.2,65909
46375,9528,13.6,22.3,6.9,10.3,79577
46376,69,26.1,29,0,0,78472
46377,68,20.6,0,0,0,58684
46379,177,25.4,11.3,11.3,0,-
46381,197,0,22.8,0,0,31807
46382,800,22.5,39.4,2.6,4.9,96058
46383,17053,14,16.7,6.4,7.4,64067
46385,15329,13.2,21.7,9.9,13.2,90562
46390,1258,20.3,20,10.2,1.4,75767
46391,1976,13.3,23.4,13.5,5.1,79631
46392,2858,20.3,25,6.4,8.6,87368
46393,114,14,0,12.3,0,-
46394,4827,19.5,12.1,4.1,2.8,58026
46402,2385,4.6,4.7,1.4,0.4,26614
46403,4827,8.5,10,4.4,2.3,41609
46404,6502,6.6,9.3,3,0.2,35071
46405,4283,11.1,11.8,4.9,1.5,50462
46406,3149,9.5,5.9,2.1,1.6,33750
46407,4126,4.8,5.3,1.5,0.1,26613
46408,5951,11.2,6.6,1.2,0.8,39905
46409,2629,5.9,5.9,0.3,0,33591
46410,16272,15.1,14.4,6.9,2.1,58759
46501,1268,12.9,14.3,2.1,2.1,54785
46502,0,-,-,-,-,-
46504,1177,26.8,14.8,4.5,3.1,74375
46506,3659,12.7,16.9,8,4,65559
46507,3253,15.6,21.9,2.4,9,73985
46508,91,15.4,7.7,0,0,42750
46510,1255,20.5,20.9,15,2.6,87516
46511,1662,11.7,14.8,4,4.9,51887
46513,0,-,-,-,-,-
46514,16320,11.9,16.7,4.6,3.9,56916
46516,11892,14.6,12.1,2.9,3.4,50080
46517,8859,15.5,10,3.6,2.6,53331
46524,849,16.7,21.1,0,3.8,59007
46526,11372,13.6,16.5,4.9,3.3,60519
46528,7873,14.3,18.5,7.5,6.7,69797
46530,11540,13.5,24.3,12,17.8,107239
46531,623,21.3,10.1,3,1.8,52102
46532,523,15.5,9,2.3,3.4,54962
46534,3921,13.1,15.6,3.7,1.7,52449
46536,1147,12.8,14.1,8.4,3,66948
46537,260,11.2,6.2,0,0,53438
46538,1573,16.7,18.6,8.8,8.7,77472
46539,1003,16.3,14.8,5.2,3,61488
46540,4130,17.7,19.3,10.1,13.2,92011
46542,1609,27,18,2.3,1.7,74282
46543,866,21.4,30.3,1.8,14.7,95700
46544,12816,13.8,12.3,2.7,3.6,55384
46545,12071,11,10.6,3.4,2.7,49927
46550,4148,12.2,24.8,6.8,2.7,71531
46552,2443,21.2,12.4,6,4.1,67274
46553,1119,19.2,27.9,3.3,1.9,77277
46554,1767,14.4,22.8,5.4,3.8,71202
46555,1152,18.8,8.9,5,3.6,61000
46556,174,5.2,0,0,2.3,31471
46561,5338,13.5,23.1,11.5,1.6,74734
46562,1971,15.6,19.5,5.8,3.7,67634
46563,8526,14.6,14.3,4.4,3.1,56342
46565,2416,26.9,16.8,6.8,11.2,84758
46567,3843,16.2,14.7,8.5,5.4,67393
46570,400,4.5,28,1.5,0,45179
46571,1572,22.9,17.6,3.4,4.6,74130
46572,43,0,0,0,0,21985
46573,1299,13.5,22.2,8.1,6.7,75481
46574,3246,16.3,18.2,3.9,3,63178
46580,8266,19.6,19.1,3,1.8,65013
46582,5814,16.3,16.4,7.2,3.4,63923
46590,1651,9.9,7.8,9.9,17.4,70586
46595,15,0,66.7,0,0,-
46601,2189,7.9,5.5,2.1,0.5,26699
46613,3919,9.4,6.4,2.4,1.9,41445
46614,12285,13.4,15.7,5.2,4.9,62510
46615,6224,12,10.3,1.9,2.3,47408
46616,2352,10.8,11.4,3.6,2.3,47923
46617,4343,11.5,19.1,5.6,11.8,71302
46619,7451,10.3,8.4,4.3,2.8,41649
46624,34,0,14.7,0,11.8,-
46628,11030,11.1,14.6,5.1,2.4,48330
46635,2646,23.5,15.8,3.9,3.7,70500
46637,7171,15.1,19.6,5.2,4.4,65337
46701,3031,18.3,18.9,4.8,1,65975
46702,858,19.1,14.7,3.4,1.3,60395
46703,7204,10.4,17.2,5.5,3.8,61192
46704,30,0,0,0,0,28846
46705,703,17.8,10,5.3,2.4,52750
46706,7750,15.8,18.1,5.2,3.8,65587
46710,1745,17.7,19.1,9.2,5.4,76632
46711,2417,16,16.6,2.9,2.7,56571
46714,5984,15.6,14.4,5.5,3,59184
46721,1902,19.9,20.2,2.5,1.8,69074
46723,2949,22.4,20.4,2.6,4,73750
46725,9736,18,13.7,7,3.7,67920
46730,312,15.7,13.1,16.3,0,67121
46731,263,16,9.5,13.3,10.6,71750
46732,1010,17.9,15.8,4.6,2.4,60196
46733,7682,17,13.6,3.2,1.4,56350
46737,3038,14,15.9,6.9,3.1,58902
46738,3355,13.1,9.8,2.9,0.9,53221
46740,1187,10.5,9.9,4.9,2.2,55750
46741,1381,20.9,12.6,10.3,4.2,73656
46742,1342,13.2,21.1,6.2,4.5,67650
46743,991,14.2,20.5,1.8,6.4,70898
46745,704,14.1,16.3,5.1,3.8,65370
46746,1430,29.7,15.1,6.4,1.3,75826
46747,945,15,15.7,7.8,3.6,65417
46748,2256,20.3,22.7,6.5,10.4,87273
46750,10793,14,13.2,4.6,2.1,54117
46755,6094,13.4,14.8,3.8,3.3,56645
46759,158,10.8,15.8,0,0,49375
46760,506,20.8,6.5,4.2,0,53250
46761,4021,20.3,13.6,2.7,3.3,61781
46763,550,12.2,18.7,2.9,6.5,60982
46764,439,19.1,21.9,9.8,0,75972
46765,1932,26,17.3,12.4,10.3,88824
46766,180,38.9,23.9,0,0,90606
46767,2815,17.6,11.3,5.2,2.4,69673
46770,1079,19.3,15.5,1.9,4.4,68281
46771,39,43.6,0,0,0,-
46772,839,11,16.7,2.6,7.4,54353
46773,1309,18.9,14.5,4.1,3.1,57847
46774,7041,16.4,17.5,6.1,1,60047
46776,654,14.7,4.1,2.8,1.2,45300
46777,2634,11.7,17.9,3.8,3.9,57070
46778,44,22.7,0,0,0,-
46779,889,18,31.8,2.6,2.5,80285
46781,312,26.9,22.4,2.2,0,78235
46783,2858,14.9,26.1,8.4,10.2,92929
46784,819,15.5,14.3,8.4,4.6,65956
46785,592,8.8,18.9,3,9,62429
46786,17,0,0,0,0,-
46787,1535,17.1,12.1,2.1,10,61369
46788,963,21.3,19.4,8.4,8,81650
46789,86,0,0,0,0,-
46791,388,13.1,45.9,1.5,2.1,97000
46792,1530,22.6,17.1,4.1,7,76413
46793,1710,21,15.3,1,4.3,62333
46794,587,17,14,1.7,5.1,63313
46795,2493,18.3,20.1,6.4,6.6,77122
46796,46,0,0,0,0,-
46797,1263,10.2,32.2,8.1,2.4,78531
46798,410,21,6.8,10,3.7,69353
46799,184,16.8,10.3,3.3,0,54375
46802,4887,10.8,4.3,1.7,3.2,40361
46803,3912,9.5,3.7,0.4,1.8,25507
46804,12346,17.5,20.1,8.4,7.4,81089
46805,9524,13.9,9.6,2.6,2.8,46540
46806,8505,7.2,6.5,0.3,0.8,34902
46807,6165,20.5,10.5,2.8,2.3,54427
46808,8471,15.1,9.2,1.7,0.5,46708
46809,4089,10,10,3.6,1.3,48160
46814,5255,15,20.7,16.9,21.9,121678
46815,10246,13.3,18.8,4,3.9,62280
46816,7193,8.3,6.5,2,1.2,40734
46818,7933,16,22.7,7.1,4.3,75089
46819,4242,13.6,13.2,0.9,2.1,54823
46825,12623,13.5,17.3,5.6,3,63598
46835,14475,14.2,17.1,5.7,4.4,65956
46845,10003,20.1,23.7,13,13.6,100490
46901,16251,12.7,14.1,5.7,2.5,55466
46902,15522,14,15.9,4.4,3.1,56731
46910,1140,16,14.6,4.8,1.2,59856
46911,576,18.2,11.3,22.6,4.5,85000
46913,449,18.9,17.8,9.1,3.8,74779
46914,960,10.4,14.5,1,9.3,56146
46915,324,12.7,20.7,1.2,0,57917
46917,700,8.7,18.6,7.1,2.4,51667
46919,776,24,9.4,6.1,1.8,56908
46920,458,14.8,17.5,13.3,2,60667
46922,0,-,-,-,-,-
46923,3149,12.6,15.2,4.1,4.2,54580
46926,573,17.5,15,4.9,1.7,62750
46928,1935,9.5,18.6,4.4,0,52679
46929,1329,15,14,2.5,1.4,54095
46930,70,12.9,4.3,4.3,0,39091
46931,117,8.5,9.4,0,0,37969
46932,1386,18.3,13,3.1,1.9,60972
46933,2635,16.3,18,0.8,0.3,56027
46936,2206,10.7,18.4,7.4,10.5,69875
46937,29,0,0,0,0,-
46938,1152,9.4,12.9,2.3,0.6,41196
46939,766,17.8,9.7,4.2,3.9,48148
46940,1104,12.3,14.6,3.9,2.5,60592
46941,335,27.5,10.4,6.9,2.4,72292
46943,45,0,17.8,15.6,0,70938
46945,19,0,0,0,0,-
46946,39,0,0,0,0,49097
46947,11071,14.6,13.3,3.1,2.1,51065
46950,237,6.8,7.2,0,1.7,31625
46951,745,11.3,12.8,0,0.1,44489
46952,8085,10.8,19.2,3,2.4,51045
46953,8361,6.6,9.7,2.5,2,41266
46957,201,10,7.5,3,3.5,43125
46958,354,31.4,8.5,0,0,69239
46959,236,6.4,7.6,9.7,0,-
46960,470,10.2,18.3,0.9,0,44286
46961,32,0,0,0,0,38750
46962,3167,12.5,20.7,2.7,2.1,61145
46965,0,-,-,-,-,-
46967,57,22.8,0,10.5,0,50536
46968,57,35.1,22.8,0,0,83063
46970,8487,14.7,11.6,3.3,3,51093
46971,0,-,-,-,-,-
46974,686,15,5.5,2.8,4.4,46875
46975,5602,12,15.5,7.8,2.4,58725
46978,919,14.8,16.4,4.7,1.3,54904
46979,1781,11.6,25,13.8,5.8,86853
46980,31,0,29,0,0,-
46982,1036,9.3,18.8,4.6,1.2,64242
46984,17,47.1,0,0,0,-
46985,462,6.5,17.3,0,0,47045
46986,688,15.7,14.1,4.5,3.3,62563
46987,472,20.6,21.4,1.1,1.3,69375
46988,337,5,9.5,0,0,48472
46989,1467,14.5,24.6,7.2,2.5,72479
46990,214,31.3,7,6.5,7.9,83182
46991,823,18.6,9.1,1.3,0,47478
46992,7168,16.2,13,4.8,1.8,58788
46994,957,14.5,10,8.6,0.9,55772
46996,2561,13.2,11.3,6.4,1.6,50687
46998,102,0,8.8,0,0,48864
47001,4353,15.6,15.7,4.1,3.8,61214
47003,475,25.7,10.7,0.2,5.9,63566
47006,4809,14.1,20.7,7.7,5.9,73074
47010,54,0,0,0,0,-
47011,291,19.9,14.8,11.3,2.1,-
47012,4110,21,16.5,7.1,2.6,68633
47016,369,19.8,7.6,7.3,5.7,58097
47017,251,11.2,19.1,10.8,3.2,67358
47018,1642,16.4,16.6,7.9,1,70435
47020,400,24.8,0,7.3,1.3,58289
47021,0,-,-,-,-,-
47022,1159,12.5,20.5,18.1,14.9,115313
47023,872,8.6,30.2,2.4,0,64200
47024,1235,7,16.2,2.8,0.7,52821
47025,8681,19.3,18.5,9.4,4.3,76108
47030,679,19,4.1,1.8,6.5,62917
47031,1992,13.4,17.6,3.3,7.1,60861
47032,1222,19.3,17,2.8,6.3,69022
47033,0,-,-,-,-,-
47034,64,10.9,12.5,0,0,-
47035,103,18.4,17.5,0,0,-
47036,369,16.5,10.8,8.9,14.4,77566
47037,1700,10.6,14.5,5.5,3.8,65913
47038,348,6,5.7,0,0.6,63300
47040,2281,13.7,12.6,5,2.4,55703
47041,2279,15.4,21.1,9.8,5.7,76440
47042,1653,23.4,15.8,5.1,3.6,71382
47043,1996,13.4,19.6,4.1,2.4,55054
47060,2479,12.8,22.3,8.6,6.6,78542
47102,2670,7.8,7.2,2.8,2.6,37620
47104,9,0,0,0,0,-
47106,1558,19.4,17.4,3.2,6.9,68571
47108,907,7.1,9,2.4,1.9,48694
47110,202,22.8,7.4,0,0,68558
47111,6372,15.8,24.7,7.7,5.1,81657
47112,6406,12.3,17.6,6.1,3.6,59798
47114,189,24.9,27.5,0,0,78015
47115,1037,15.1,10.9,11,3.9,54145
47116,195,0,0,0,0,35750
47117,1550,17.2,18.7,8.8,1.5,67700
47118,1270,11.9,8.5,1,2,36364
47119,4214,10.8,23,11.5,17.3,102669
47120,322,16.5,0,26.4,0,64792
47122,3895,22.4,16,11.8,11.3,93001
47123,54,14.8,0,0,0,49167
47124,1780,16.4,23,16,5.9,91731
47125,614,15.8,12.1,2.4,2.6,46500
47126,1521,21.2,19.9,8.2,5.7,79418
47129,8304,7.9,11.2,3.9,1.1,47409
47130,19235,16.7,12.3,5.6,2.8,58900
47135,341,12.9,28.2,7.6,12,91161
47136,1498,23.6,19.2,12,6.7,92866
47137,608,17.4,5.6,0.7,4.1,52500
47138,1859,19.8,17.3,7.9,1.1,66553
47140,1108,13.1,9.6,0.8,0,47222
47141,607,10.9,17,2.3,13.2,69125
47142,238,17.6,25.2,0,0,54643
47143,1266,22,32.2,13.4,3.5,99461
47145,848,8.6,14.2,5.5,0.4,47950
47147,433,4.6,19.9,10.9,0,51906
47150,19462,13.6,14.5,4.7,3.8,57843
47160,31,32.3,0,0,0,46563
47161,1163,15.1,17.5,11.1,1.8,72775
47162,202,22.3,4.5,7.9,0,64038
47163,367,12.5,6,9.3,5.2,47401
47164,1444,9.4,14.1,4.8,1.7,55364
47165,2679,16.5,20,4.5,3.1,63028
47166,479,24.2,10.4,2.1,6.5,67768
47167,5756,13.2,12.4,3.3,1.7,50324
47170,5834,10.4,13.6,3.8,1.5,46512
47172,6969,13.6,16.4,10.1,7.8,73398
47174,24,0,0,0,0,-
47175,315,2.2,28.9,10.5,4.4,67596
47177,682,10.6,26.2,2.6,0.7,64250
47201,18539,14.6,16.4,7.8,7.3,71864
47203,10549,12.3,18.8,9.7,6.7,69744
47220,2139,16.9,14,6.6,3.6,60035
47223,371,8.6,9.2,1.6,15.6,70934
47224,153,22.9,15.7,0,0,49509
47225,35,0,0,0,0,-
47226,96,5.2,9.4,6.3,8.3,57214
47227,624,35.6,7.2,0.5,0,69123
47229,1013,17.5,12.5,3.4,1.4,53125
47230,761,9.2,10.1,4.7,1.3,62452
47231,243,23,25.1,0.8,0.4,64917
47232,869,11.9,19,4.1,2.5,59570
47234,592,13.9,18.8,8.8,1.4,68534
47235,605,35.4,9.8,0.8,2.3,70114
47236,68,19.1,52.9,0,0,113056
47240,8545,14.2,19.4,5.6,3,65208
47243,1854,11.1,16.6,1.5,5.2,54000
47244,191,14.1,30.4,1,2.6,69375
47246,1406,22.2,22.8,2.3,2.7,75313
47247,73,13.7,8.2,6.8,0,38750
47250,9313,13.9,11.8,4.3,3.6,51547
47260,713,27.1,9,0.4,0,57644
47263,71,12.7,14.1,0,0,51607
47264,532,11.3,9,13.5,2.6,59583
47265,7584,13.4,18.2,3.2,2.6,58728
47270,185,21.1,22.7,0,2.7,73984
47272,642,11.5,21.7,2.2,1.2,65349
47273,924,35.2,13.5,2.6,4.3,79615
47274,12352,12.4,17.3,5.7,3.3,60062
47280,306,19.3,15.4,6.9,5.2,73913
47281,513,8,13.1,9.7,4.9,59861
47282,91,13.2,7.7,0,3.3,36705
47283,1294,20.6,8.7,1.9,15.9,70305
47302,10774,11.2,8.3,1.6,1.4,40693
47303,10043,9.7,9.8,2,1.9,35973
47304,13663,13.2,14.4,5,4.3,60037
47305,1675,4.2,3.7,0.5,0.2,26052
47306,0,-,-,-,-,-
47320,1873,15.6,10.6,4.2,1.7,52951
47324,73,2.7,8.2,2.7,0,41563
47325,181,18.8,34.8,0,0,75903
47326,583,8.1,16.5,1.9,2.4,46806
47327,1779,12.1,10,2.6,1.7,50129
47330,2116,20.6,12.9,3.4,3.8,61111
47331,9493,13.4,12,3.8,0.9,47887
47334,1295,15.8,14.5,2.9,6.6,65266
47335,293,4.8,13.3,5.5,0,44063
47336,1211,8.6,11.6,1.2,1.1,43142
47337,63,27,3.2,0,0,49583
47338,1068,16.2,11.5,1.3,3.9,58167
47339,182,39.6,2.2,1.1,3.3,56250
47340,1255,11.2,23.2,7.7,0.2,58628
47341,968,11.4,9.4,6,18.4,68750
47342,939,15.9,13.4,5.6,1.6,53906
47344,73,4.1,13.7,0,0,-
47345,521,11.3,28.2,1.5,3.5,72702
47346,1430,15.1,13.7,5.9,2.2,58373
47348,3870,10.1,11.1,1.8,2.2,42883
47351,176,16.5,9.7,0.6,0,54375
47352,279,8.6,11.8,4.7,2.9,42132
47353,2148,15.6,21.1,2.7,2.7,61739
47354,559,10.9,15.9,1.4,4.8,55368
47355,1336,13,9.9,2,2.4,56827
47356,2360,19.4,15.5,6.7,3.3,62072
47357,309,10.4,23,2.9,0.6,58885
47358,381,13.6,15.5,5,1.6,54196
47359,1219,19.2,10.1,8.2,1.5,61133
47360,568,25.7,13.6,2.3,1.8,52969
47361,96,20.8,13.5,0,0,58816
47362,10731,12.6,12.2,2.5,1.7,51628
47366,14,0,50,0,50,-
47367,42,21.4,0,0,0,-
47368,804,18.3,12.9,0.2,4.9,56892
47369,778,17.1,5.4,1.4,0.4,45000
47370,93,10.8,6.5,0,0,40313
47371,4840,14.9,14.2,2.3,2.6,51630
47373,873,15.8,10.1,3.4,1.7,48733
47374,18684,10.7,10.1,2.8,3,45517
47380,667,15.6,14.5,2.8,0.7,46797
47381,71,2.8,18.3,0,0,48472
47382,62,22.6,1.6,0,0,46667
47383,1110,15.7,25.8,6.5,1.3,68816
47384,760,22.9,12.2,6.8,1.2,67941
47385,739,11.1,33.3,8.5,0,80568
47386,494,13.6,16.8,0.8,6.3,68709
47387,240,9.6,20,3.3,0,59583
47388,173,19.1,9.8,0,0,44250
47390,2236,13.2,10.2,0.4,1.9,39423
47392,74,17.6,0,0,0,-
47393,517,27.5,22.2,0,1.5,76083
47394,3291,15.1,13.8,2.2,5.2,59970
47396,2724,16,18.9,4.1,9.3,73214
47401,18464,9.1,14.4,6.9,9.4,54438
47403,14581,13.7,14.6,4,3.7,60024
47404,10798,13.2,13.7,2.6,3.6,47121
47405,0,-,-,-,-,-
47406,5,0,20,0,0,-
47408,8966,8.3,10.1,6,3.6,38910
47420,81,29.6,0,0,0,-
47421,11967,15.5,15.1,5.9,2.5,60343
47424,3358,14.7,16.8,1.7,2.4,62283
47427,277,37.9,21.3,0,0,78750
47429,3002,19.8,19.8,7.1,4.9,76453
47431,546,22.7,15.4,0,3.3,67417
47432,1834,16.6,13.7,2.6,1.4,55551
47433,1411,13.7,9.3,2.6,0.7,50671
47434,10,0,0,0,0,-
47435,69,0,0,4.3,0,-
47436,582,2.7,20.3,5.5,0,58529
47437,68,0,0,0,47.1,-
47438,1562,12.7,14.3,1.4,1.1,48810
47441,3861,17.1,8.8,4.8,1.5,49841
47443,455,7.9,15.6,0,7.5,54063
47445,32,18.8,0,0,0,-
47446,3740,14.8,12.5,2.4,0.3,55020
47448,3115,11.6,15.9,4.7,7.9,55795
47449,150,22.7,2.7,0,0,50536
47451,548,17.5,14.8,0.4,5.5,57000
47452,1972,15,20.4,2.5,2.7,61082
47453,175,18.3,11.4,8,0,67557
47454,3047,16.4,12.5,1.6,4.4,49844
47455,27,0,0,0,0,-
47456,553,12.3,21.3,6.7,0,60504
47457,9,0,0,0,0,-
47458,17,0,0,100,0,-
47459,1383,5.6,15.8,11.4,9,69340
47460,4641,11.7,12.9,4.1,2.1,54518
47462,1732,10.4,26,10.2,3.3,74899
47464,155,11.6,25.8,4.5,0,55938
47465,153,10.5,6.5,6.5,0,48092
47467,0,-,-,-,-,-
47468,634,10.4,24.4,1.9,2.5,59397
47469,697,26.4,9.2,5.2,0.3,60881
47470,588,21.1,7.5,0.9,6.3,63648
47471,1220,15.2,8.6,6.1,3.8,53846
47501,6965,11,14.5,4.2,2.8,51424
47512,1713,17.6,9.8,5.1,2.8,53528
47513,708,12.4,5.9,4.7,0,54259
47514,131,12.2,24.4,21.4,0,-
47515,333,13.5,20.7,2.4,5.1,53839
47516,438,25.8,13.2,7.3,6.6,78625
47519,197,7.6,26.4,26.9,0,109306
47520,1158,17,13.3,1.3,0.6,50625
47521,341,28.7,11.7,12.3,7.9,89726
47522,131,9.9,3.1,5.3,0,67689
47523,1311,18.1,23.9,1.9,0.8,63188
47524,189,6.9,24.9,0,12.2,64063
47525,117,6,27.4,0,0,45139
47527,833,34.3,17.9,2.9,2,78019
47528,209,27.8,3.8,0,1,51250
47529,389,8,16.2,10.3,0.5,60893
47531,342,27.2,12.6,2,8.5,75357
47532,1666,16.3,24.1,6.2,2.8,74419
47535,278,2.2,12.6,3.2,0,40263
47537,335,9,5.4,0.9,11,45134
47541,438,20.1,16,9.4,0.2,68095
47542,3969,16.2,15.2,7,0.3,56670
47546,9025,13.6,16.1,4.1,7.3,63316
47550,232,8.2,25.9,9.1,0,68571
47551,184,32.1,17.9,13,3.8,89821
47552,95,14.7,0,16.8,53.7,"250,000+"
47553,3076,14.8,18.4,4.7,3.1,60877
47557,573,19.2,17.6,3,1.9,64009
47558,1349,19.9,13.9,5.3,4.1,66415
47561,675,12.7,11.1,4.3,4,42446
47562,1685,10.4,18.1,11.2,4.8,65587
47564,573,12.4,13.1,15.4,0,65625
47567,2545,13.8,18.7,5.9,1.1,57338
47568,224,20.5,14.3,0,1.8,45000
47573,15,0,0,0,0,-
47574,83,33.7,19.3,0,0,80625
47575,383,13.6,29,6.3,13.8,96953
47576,152,24.3,20.4,5.3,0,75000
47577,428,12.1,25,0,8.2,61324
47578,253,5.9,11.9,4.7,0.8,49421
47579,1064,7.2,25.4,14.6,4.8,85000
47580,147,0,32,0,0,-
47581,1370,14.5,10.8,4.7,2.5,54590
47584,75,10.7,1.3,4,0,53393
47585,263,46.8,0,0,0,61528
47586,4862,15.7,13.5,4.7,1.6,52828
47588,343,19,11.7,0,0.3,51829
47590,200,14,7,3.5,4,43289
47591,10501,9.5,13.2,3.7,6.7,49661
47596,28,42.9,0,0,0,-
47597,319,20.1,10.7,5.6,2.8,65568
47598,1213,8.4,18.6,1.4,0.8,51743
47601,5410,18.2,19.6,6.3,4.5,71907
47610,2028,20.4,14.8,3.9,0.8,62051
47611,349,14.3,6.9,3.4,3.4,49236
47612,253,15.8,11.5,5.1,0,53393
47613,974,24.1,24.8,8.7,16.3,99722
47615,721,12.2,18.9,6.5,2.5,59904
47616,82,3.7,42.7,4.9,0,-
47619,713,10.4,18.4,10,1.5,60664
47620,5379,9.6,18.8,12.3,2.3,66294
47630,14441,15.7,23.4,9.6,12.7,92389
47631,859,16.3,15.6,6.5,2.7,56921
47633,982,16.2,13.5,3.6,2.1,55326
47634,891,20.3,16,2.4,1.2,52788
47635,2303,12.8,19.6,4.3,1.5,50069
47637,584,12.5,19.7,5.1,2.1,64722
47638,1275,18,23.7,7.6,4.4,80386
47639,1636,15.4,24.8,7.3,5.1,78294
47640,360,13.6,15,3.3,0,52054
47648,1926,20.5,17.4,4.7,0.1,64257
47649,594,20.5,8.2,2,1.5,51500
47654,11,9.1,9.1,0,0,-
47660,1822,8.6,14.1,6.6,1.4,50341
47665,1503,11.2,12.1,11.6,6.8,59049
47666,573,24.4,12,4.7,1,58125
47670,4618,16.3,14.1,3.5,3.3,56429
47683,36,30.6,8.3,0,0,65833
47708,336,7.4,17.3,2.1,13.1,53750
47710,8023,10.4,8,3.6,2.1,38985
47711,13338,16.9,14.9,4.3,2.1,58497
47712,9726,11,15.5,7.5,3.3,55853
47713,4475,7.7,4.3,0.4,0.7,31576
47714,14425,15.1,8.4,2.6,2.2,49045
47715,13255,10.9,12.7,4.3,4.5,52645
47720,6724,13.7,18.4,6.6,5.8,66744
47725,7442,17.2,22.1,12.7,12.8,96231
47802,13048,12.4,13.3,4.5,5,52878
47803,9032,12.7,11.8,6.2,3.9,55211
47804,4662,7.6,6,1.6,1.9,36042
47805,5488,14.6,13.5,7.3,1.7,60530
47807,5286,7.1,2.9,0.5,0.6,23495
47809,0,-,-,-,-,-
47831,0,-,-,-,-,-
47832,487,27.3,20.5,5.1,7,82992
47833,311,18.3,11.9,20.6,2.6,84519
47834,7724,16.8,15.2,4.7,4.4,62440
47836,0,-,-,-,-,-
47837,360,14.2,28.3,0,0.8,68382
47838,766,14.4,16.8,3.3,5.9,60667
47840,798,22.7,15.9,14.5,0,82232
47841,1032,16.2,11,4.4,0,46806
47842,4179,14,13,4.9,2.4,50470
47845,70,14.3,0,0,0,-
47846,215,35.8,4.7,21.4,0,79492
47847,424,4.7,22.2,2.4,1.4,47183
47848,543,8.7,12.7,8.7,1.5,49931
47849,166,33.7,15.1,0,4.2,79063
47850,905,17.7,15.5,4,1.5,57417
47851,0,-,-,-,-,-
47853,66,21.2,10.6,0,4.5,72500
47854,244,16.8,43.4,2.5,2,98438
47855,392,15.1,2.8,0.5,0,40526
47857,105,34.3,11.4,0,0,71094
47858,438,15.3,9.1,0,3.4,45750
47859,305,13.1,19.3,4.3,3.3,-
47860,166,12,6,0,1.2,33939
47861,210,8.6,22.9,0,0,50000
47862,565,14.7,17.7,1.6,1.1,48029
47863,94,34,0,0,0,66458
47865,1,0,0,0,0,-
47866,168,8.3,30.4,16.7,0,90938
47868,1251,11.7,11.2,1.9,0.9,43823
47869,18,0,50,0,0,-
47870,0,-,-,-,-,-
47871,210,13.8,4.8,1.4,0,48333
47872,2362,15.5,10,5.1,2.8,56853
47874,1233,17.9,11.8,4.1,2.3,59702
47875,0,-,-,-,-,-
47876,0,-,-,-,-,-
47879,1431,13.1,6.6,0.2,1.9,44917
47880,41,0,17.1,0,0,-
47881,75,8,17.3,0,0,55417
47882,3216,11.3,11.8,2.1,2.8,48929
47884,152,19.7,6.6,1.3,0,65200
47885,3535,11.7,9.2,5.5,5.3,53145
47901,2512,9.4,13.1,2.1,2.3,41340
47904,7211,7.4,6.4,3.4,1.2,39421
47905,17398,13.7,16.7,4.7,3.9,58314
47906,25144,10.6,11.5,5.4,7.1,48542
47907,0,-,-,-,-,-
47909,16631,14.6,18.9,5.3,2.9,62661
47916,13,7.7,0,0,0,47917
47917,177,22.6,23.2,14.1,3.4,87917
47918,2212,16.5,15.9,2.4,3.5,57245
47920,962,13.9,33.5,10,8.4,103182
47921,423,12.8,5,20.1,0.2,60083
47922,556,13.5,11,0.2,0.7,51250
47923,1359,18.9,19.6,4.3,1.1,67179
47924,109,68.8,0,0,0,78964
47925,7,100,0,0,0,-
47926,416,14.4,16.1,5.5,0.7,60769
47928,705,13,19,2.3,0,57426
47929,263,17.9,21.7,4.6,0,64625
47930,461,8.2,7.4,6.1,5.9,53839
47932,2233,18.1,11.7,3,3,59141
47933,11509,13,15.8,3.6,4,54551
47940,610,12,19.5,3,4.3,64615
47941,490,17.3,18.6,5.3,2.2,67500
47942,297,19.5,19.9,4,5.1,72031
47943,296,9.5,10.8,0,0,53816
47944,1347,11.1,10.5,7.3,1.9,50708
47946,741,23.5,23.5,0.7,0.4,73188
47948,552,27.2,3.4,1.4,4.7,52328
47949,515,21.2,16.1,3.3,0,68008
47950,287,7.3,3.1,6.6,0,62831
47951,1135,10,10.1,3.7,0.9,55813
47952,1253,4.9,7.9,3.8,0.6,40955
47954,858,15.9,19.6,13.5,1.5,75556
47955,383,12.5,18.5,5,0,58250
47957,714,6.9,10.2,0.8,0.4,50505
47958,50,14,2,10,2,42500
47959,841,16.8,12.5,1.4,1.1,52795
47960,6188,17.7,12.6,4.2,3.1,58804
47963,887,16.9,12.7,3,0.3,63507
47964,38,13.2,5.3,0,0,46250
47965,234,18.8,14.5,3.8,0,64063
47966,169,11.2,13.6,0,0,48125
47967,301,15,20.9,0,3.3,70762
47968,423,20.8,8,3.5,4.5,65139
47969,118,18.6,7.6,7.6,0.8,48750
47970,763,13.6,21,0.8,0.5,59148
