ZipCode,Estimate!!Households!!Total,"Estimate!!Households!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more",Estimate!!Households!!Median income (dollars)
02465,4436,3.9,18.8,17.4,39.4,167330
02466,2990,9.8,12.2,9.6,37.5,137656
02467,6746,6.3,16.7,12.7,38.2,157054
02468,1873,2.5,4.4,11.4,70.6,"250,000+"
02472,16067,15.8,17.4,13.1,20,101354
02474,11649,10.8,18.7,14,27.3,124375
02476,7659,9.4,19.2,11.5,28.8,127649
02478,10372,7.7,16.1,13.2,37.4,151290
02481,4743,5,10.5,5.9,59.8,249375
02482,3907,5.8,11,9.8,50.9,202396
02492,7160,6.9,12.9,14.6,46.7,190651
02493,3731,4.4,7.9,10.2,52.5,220815
02494,4100,4.9,18.3,7.2,43.4,153285
02532,5688,18.1,16.6,10,7.9,77221
02534,379,25.6,7.9,13.2,31.1,-
02535,742,12.7,17.4,11.2,24,104135
02536,8373,13.5,13.8,7.7,15,74944
02537,2488,11.6,16.9,14.5,27.1,124167
02538,1748,19.1,23.3,10.6,4.1,88152
02539,1401,8.6,20.9,4.9,14.3,73849
02540,4171,10.1,16,10.4,18.2,81343
02542,244,7,16.8,2.5,4.1,43929
02543,485,15.3,19.4,7,14.2,79306
02553,30,0,100,0,0,-
02554,3973,7.5,17.7,15.7,21,116470
02556,1018,7.7,16.4,10.1,27.4,106167
02557,685,13.6,18.2,0,12.4,67703
02558,993,12.3,3.8,14.7,5.1,56588
02559,1593,14.6,15.3,9.7,13.1,78883
02561,280,10.4,19.3,17.9,10.7,81983
02562,1236,14.8,15.6,17,21.8,110233
02563,3983,11.9,23.4,12.7,18.2,105302
02564,33,0,100,0,0,119519
02568,3044,9.5,15.5,12.6,10.1,70197
02571,4824,16.2,13.5,11.6,6.1,72500
02575,907,11.9,13.8,10.1,29.4,114432
02576,1767,13.1,15.7,6.5,4.6,60764
02584,25,0,20,0,0,-
02601,6794,10.8,13.3,6.5,5,57844
02630,744,6,30.4,7.4,29.4,122976
02631,4519,16.9,16.9,10.6,15.1,88207
02632,4744,10.2,22.6,13,14.7,102733
02633,2269,12.7,18.8,8.6,20.4,95604
02635,1376,8.6,18.1,12.4,7.6,68837
02637,129,0,17.8,14,24.8,-
02638,1447,17.6,20.9,17.8,11.3,100063
02639,1712,10.5,9.6,9.9,3.3,46635
02641,91,0,11,50.5,11,175571
02642,2525,14.9,19.8,6.7,12,76859
02643,0,-,-,-,-,-
02644,1447,13.3,21.1,24.9,6.4,115078
02645,4474,17.9,20.8,8.2,9,82889
02646,896,11.2,12.6,7.5,11.3,67283
02647,67,0,0,38.8,20.9,-
02648,3064,13.2,20.4,23.1,11.3,111754
02649,6603,14.4,18.2,10.7,10.2,83563
02650,340,9.7,15.9,3.2,21.5,80125
02652,618,10,15.2,5,21.7,83468
02653,2989,12.9,18,7.2,14.9,79250
02655,1527,13.3,17.3,11.3,19.8,97070
02657,1968,10,10.7,6.8,19.7,72904
02659,555,5.6,22.9,4.1,13.7,61302
02660,2896,10.5,19.7,9.3,8.1,69931
02663,178,12.4,0,21.3,20.8,-
02664,3989,12.7,16.7,12.3,7.9,72179
02666,295,4.7,15.3,23.7,13.2,-
02667,1558,11.7,30.3,8.2,9.8,90625
02668,1004,16.9,27.6,13.7,13.5,100869
02670,829,12.1,9.2,14.2,9.2,61875
02671,463,15.3,21.2,6.7,8,76719
02672,88,0,26.1,0,0,71250
02673,3839,13.3,20.8,3.7,5.3,65880
02675,3087,9.5,17,14.7,16.2,96399
02702,1673,17,22.4,21.3,7.4,105515
02703,17898,13.2,17.8,12.3,10,81798
02713,18,0,22.2,11.1,11.1,71667
02715,1383,11.6,21.8,12.5,14.2,97148
02717,1696,14.8,13.7,26.7,13.2,112308
02718,2444,18.9,18.9,12.7,10.2,89796
02719,6872,13.4,19.5,9.5,9.5,79432
02720,13787,10.4,14.8,5.1,4.3,56843
02721,11010,12.1,10.9,4.5,3.6,47963
02723,7511,8.2,13.5,3.6,1.7,43142
02724,8389,11.4,13.2,3.5,1.8,43511
02725,934,13.3,29.6,9.7,19.4,118176
02726,6314,19.6,20.7,16.5,7.9,95307
02738,1993,10,22.2,5.7,27,106354
02739,2926,12.4,22.4,11.5,17.8,101487
02740,19301,13.1,13.3,4.7,3,47206
02743,4060,13.5,19.4,9.6,10.2,78471
02744,5157,14.5,11.1,2.8,1.7,48009
02745,10154,14,17.1,8.8,4.9,63623
02746,6697,11.3,8.6,2.5,1.5,37565
02747,7237,11.9,20.6,15.2,10.2,90048
02748,4779,9.6,20.8,11.4,18.6,101782
02760,11550,12.7,19.7,14.9,14.1,97884
02762,4144,16.2,19.5,10.6,15.5,96932
02763,723,20.1,15.5,11.3,17.6,98224
02764,1560,12.9,25.6,18.1,7.9,101226
02766,6489,14,22.3,13.7,19.2,109375
02767,5550,11.9,19,13.1,18.1,100425
02769,4377,11,24.8,14.9,17.9,115156
02770,2032,16.3,28,9.9,22.5,110959
02771,5969,14.4,20.8,14.4,14.7,100041
02777,6752,10.4,26,15,9.7,101703
02779,2294,16.8,17.7,16.8,17.6,110518
02780,20625,12.1,17.8,7.5,5.9,63524
02790,6667,14.8,21.8,9.3,11.7,85470
02791,244,18.9,30.3,0,4.9,90543
02802,238,24.4,52.1,0,0,105694
02804,898,12.2,29.8,16,8.2,111014
02806,6176,7.7,22.2,13.8,28,130455
02807,459,20.3,19,9.8,0.7,72279
02808,901,24.9,8.5,13.5,0.9,67480
02809,8065,15,18.4,8.4,14.8,80727
02812,438,17.8,30.4,10,14.6,111279
02813,3459,17.6,17.4,13.8,10.7,86023
02814,2902,16.9,26.3,11.7,6.2,93060
02815,72,0,23.6,25,22.2,-
02816,13371,14.6,21.1,10.6,9.6,86981
02817,2316,14.1,21.7,19.2,16.8,126402
02818,8307,8.8,17.4,11.7,25.5,109796
02822,2018,14.4,18.7,11.6,15.6,84018
02823,13,0,0,0,0,-
02824,85,0,0,0,0,-
02825,1843,18.8,26,12.3,8.8,97651
02826,282,5.7,17.4,0,4.6,68471
02827,844,18.1,25.8,14.7,6.3,90192
02828,3183,15.8,17.2,16.1,7.7,82414
02829,35,0,0,0,0,-
02830,2409,11.3,32.2,16,6.1,107033
02831,1473,9.6,38.1,16.6,14.1,121250
02832,1816,20.5,32.7,5.1,11.7,96951
02833,352,12.5,18.8,0.9,0,33547
02835,2361,10.2,17.3,11.8,30,120129
02836,53,0,22.6,0,0,-
02837,1592,16.4,10.4,18.2,20.4,96111
02838,1310,11.3,11,3.7,3.7,59883
02839,589,23.9,16.5,7,4.8,78477
02840,10171,10.4,18,10.9,12,77042
02841,6,0,0,100,0,-
02842,7270,13.7,23.1,9,10.5,88211
02852,9563,15.1,19.8,14.3,13.6,96100
02857,3155,13.2,25.8,12.1,14.5,104617
02858,214,22.9,12.6,40.2,0,111250
02859,2436,16.6,36.9,5.7,9.9,103218
02860,18949,15.6,11.2,3.6,2.8,49357
02861,10737,15.7,23.6,6.2,3.6,73285
02863,7074,9.3,9.8,1.5,0.7,40235
02864,13620,11.9,24,14,13.7,104975
02865,6756,11.5,25.3,12.9,14.8,103934
02871,7196,13,20.3,16.4,16.3,104677
02872,82,18.3,0,13.4,0,-
02873,58,0,24.1,0,0,-
02874,2395,10.2,26.1,13.4,23.2,124471
02875,138,50,22.5,0,11.6,87800
02876,520,15.6,9.4,0,0,30513
02878,6651,15.7,25.7,8.2,9.6,85522
02879,9148,10.5,23.9,13.9,13.2,102397
02881,793,5,25,12.5,7.4,72466
02882,5492,12.9,15.3,9.6,16.6,83502
02885,5032,13,19.4,9.7,8.1,75755
02886,12976,16.9,18.8,7.1,7.5,75404
02888,8365,15.1,21.1,8.2,7.3,78269
02889,11354,12.6,22.8,10,6.7,79274
02891,9936,11.2,25.4,8.9,9.5,82331
02892,2091,15.5,19.8,21.3,14.7,118542
02893,14030,14.6,16,8.2,4,62649
02894,255,18.8,7.1,0,12.9,71813
02895,16921,14.4,10.3,3.8,4,48882
02896,4455,12.1,25.5,11.3,11.1,95595
02898,575,18.1,26.3,0,14.8,86122
02903,5047,12.6,8.3,5,12.9,50966
02904,12951,15.5,14.3,6.1,4.4,56139
02905,9862,9.3,13,6.3,6.6,45594
02906,12185,8.9,17.5,11.4,18.2,93341
02907,10591,10.6,7.4,1.4,1.4,39522
02908,14380,16.7,13,6.9,5.7,63775
02909,14857,11.7,11.9,3.1,2.5,52232
02910,8624,15.8,23.3,8.2,4.5,77951
02911,6637,13.2,19.8,6.1,5.9,69306
02912,13,0,0,0,0,-
02914,9311,11.6,12.3,7.2,3.6,51513
02915,7168,14.2,20.4,9.3,6.6,76385
02916,3791,13.3,23.8,8.7,10.2,85025
02917,4672,11.7,25,8.5,13.1,92440
02918,36,0,0,0,0,-
02919,11405,15.2,23.3,7.3,4.8,76592
02920,14326,15.1,17.9,7.3,6.1,68794
02921,4659,15.7,20.8,11.6,21.8,112767
03031,4476,7.4,23.4,18.1,27.9,142083
03032,1989,13.8,33.1,13.1,22.6,127330
03033,1728,9.1,26.9,19.8,31.1,150893
03034,1603,9.7,32.1,18.7,8.5,106868
03036,1719,11.5,25.1,20.6,22.7,131635
03037,1646,13.9,21.6,14.4,18.5,111833
03038,13056,13.8,19.9,12.1,10,84819
03042,2681,18.8,17.6,16.4,8.7,88671
03043,571,15.6,18.2,13.7,16.8,99185
03044,1638,14.7,32.4,16,9.8,116944
03045,5172,12.3,24.7,14,12.3,100751
03046,1024,11.6,28.2,22,17.4,136548
03047,677,20.4,20.4,9.2,13.9,89179
03048,1418,14.3,22.5,13,5.4,80761
03049,3223,6.1,26.1,14.9,29.8,144514
03051,9542,14,18.8,17.5,18.4,112285
03052,2967,13.9,22.7,17.1,17.4,122139
03053,9269,12.1,23.8,13.1,20.6,116996
03054,9971,12.4,25,15.3,16.6,114562
03055,6419,15.4,23.4,10.7,8.3,82990
03057,893,10.8,16.1,15.8,30,134356
03060,12194,12.1,15.1,9.2,4.2,58434
03062,11733,12.8,21.7,11.5,14.6,95279
03063,6823,16.7,21,14.3,10.8,93876
03064,6369,12.5,18.4,10.1,7.9,69637
03070,2045,14.3,21.4,16.5,23.5,122292
03071,1844,20,23.2,7,6.2,81958
03076,4884,9.6,21.4,17.5,19.4,111333
03077,4093,14.1,26.5,13.2,3.1,82521
03079,12138,14.7,21.6,12,11.5,91276
03082,620,17.9,20.8,15.6,10,94000
03084,490,12.2,20.2,10.4,13.3,88056
03086,1739,13.8,25.9,8.3,8.2,83477
03087,5283,6,20.7,20.7,36,167641
03101,1895,11.6,11.2,3.1,17,58802
03102,14100,13.8,14.8,6.4,3.4,60103
03103,15018,15.2,14.8,5.6,3.3,61743
03104,14725,12.3,21.8,9.1,6,73574
03106,5185,17.5,17.3,15.9,11.3,88638
03109,3833,17.2,21.4,15.8,7,87540
03110,8076,10.6,19.6,16.5,30.9,143119
03215,99,18.2,8.1,11.1,20.2,83281
03216,818,19.4,20.8,6.4,10.5,81333
03217,992,20.4,11.1,1.9,2.2,48509
03218,569,26.2,20.2,3.5,4.2,81335
03220,3039,12,19.2,9,6,67697
03221,878,17.2,15.9,8,14.1,88000
03222,2286,17.7,18.3,4.9,4.6,70000
03223,1174,6.8,26.4,8.9,5.2,73919
03224,900,16.6,18.4,18.3,15,102750
03225,1299,13.8,21.6,7.7,7.2,75202
03226,384,18.8,27.6,5.7,7,91071
03227,692,9.4,15.8,17.5,29.5,127813
03229,2227,18.2,19.9,16.8,13.9,100665
03230,616,17,16.6,3.9,4.1,60268
03231,77,37.7,37.7,0,0,90804
03233,100,13,52,10,0,116034
03234,1746,11.9,30.4,11.3,7.7,96607
03235,3813,18.6,13.3,4.5,5.5,61678
03237,773,23.4,29,4.8,7.6,84199
03238,43,0,11.6,0,0,39250
03240,461,21.3,14.3,4.6,7.6,70625
03241,377,14.6,19.4,5.3,15.4,81607
03242,2098,10.9,25.3,6.6,9.6,79500
03243,355,28.2,18.9,4.8,1.1,77019
03244,2967,14.9,26.6,7.7,6.1,84861
03245,815,9,23.6,10.1,8.7,78304
03246,6826,14.8,16.5,5.2,5.7,63812
03249,3086,11.5,30.2,10.4,11,102358
03251,563,16.2,14.2,2.8,5.2,58917
03253,3109,8.1,16.7,10.7,8.5,61359
03254,2007,18.7,16.4,9.4,14.2,82526
03255,746,15.5,23.3,8.2,21.2,102273
03256,941,16.3,23.8,6,3.4,74509
03257,1537,11.9,14.3,9,21,81984
03258,984,19,33.9,12.7,7.7,110291
03259,151,10.6,15.9,4.6,7.9,71616
03260,377,6.6,33.4,4.8,14.1,110089
03261,1746,14.7,35.6,7.2,9,104653
03262,475,15.2,11.6,4.4,14.3,62750
03263,1823,14.9,17.6,2,3.8,58036
03264,2179,19.8,17.4,5.8,4.3,68984
03266,799,15.5,13.4,6.6,4.1,57361
03268,599,17.2,17.2,17.2,2.5,79519
03269,1080,8.1,16.9,16.4,9,75833
03273,115,12.2,17.4,57.4,0,160379
03275,4458,15.8,22,14.2,3,82907
03276,3501,8.9,18.6,8.1,2,61664
03278,1203,11.8,21.1,11.7,5.3,74792
03279,307,13.7,12.4,1.3,3.6,48563
03280,479,14.8,24.6,6.5,6.9,78542
03281,3371,17.9,28,13.9,9,101773
03282,412,8.7,22.1,11.4,9.7,79375
03284,252,17.9,38.5,5.6,3.2,98542
03285,1060,14.4,22.5,8.1,2.2,72973
03287,655,9.5,27.6,11.9,13.4,104241
03290,1959,20.8,22.4,16.8,6.4,95655
03291,29,0,0,0,0,-
03293,54,3.7,0,5.6,22.2,53333
03301,13351,15,16.4,9.2,8.2,72594
03303,6466,18.4,21.5,7.6,5.9,79599
03304,2802,8,31.8,15.4,25.1,132774
03307,2336,11,20.9,10.9,3.4,64836
03431,9964,13.4,16.1,6,5.2,62938
03440,1103,11.2,21.6,5.5,11.9,75536
03441,86,0,0,0,0,37188
03442,647,13.6,11.4,7.9,4.8,67863
03443,180,6.7,8.9,0,9.4,70156
03444,621,22.1,15.5,11.3,13,88467
03445,273,16.8,25.3,5.1,5.5,84107
03446,2823,16.6,24.2,6.8,2.2,74598
03447,1010,17.3,20.5,3.6,8.8,77727
03448,302,12.6,17.9,7.3,4,66875
03449,802,18.8,14.7,7.1,9.6,75313
03450,427,23.4,16.4,6.6,15.5,85956
03451,1550,12.8,17.1,9.7,3,65921
03452,2048,10.2,18.2,7.6,7.8,68222
03455,988,10.9,22.2,8.9,8.2,75313
03456,315,13.7,32.4,7.6,3.8,90568
03457,299,17.1,22.1,5.4,18.4,89583
03458,3011,11.9,19,16.6,15.3,101063
03461,1859,17.5,21.2,10.9,8.1,84861
03462,625,14.2,20.3,13.6,10.2,98099
03464,346,15.9,20.2,9.8,10.4,83281
03465,737,14.9,14.5,8.8,2,54375
03466,599,15,31.1,9.2,8.8,99673
03467,822,15.7,20.7,14.7,9.2,96250
03470,1888,13.9,21.5,3.2,3.1,66200
03561,2873,12,13.2,1.5,4.7,45141
03570,3759,14.3,10.2,3.8,2,39479
03574,1013,19.5,17.9,4.8,3.6,68125
03575,3,0,0,100,0,-
03576,1397,10.1,9.3,4.2,6.4,47288
03579,182,13.7,8.2,0.5,8.8,55625
03580,527,15.6,14.2,10.2,9.9,74821
03581,1583,9.5,15.2,6.3,4.9,60082
03582,913,8.5,11.5,3.1,1.2,46302
03583,473,7.6,12.3,10.6,3,58617
03584,1395,16.6,14.9,5.2,4.2,63060
03585,1014,15.2,12.7,8,3.5,63278
03586,252,11.5,19.8,13.9,22.2,113438
03588,655,21.8,13.7,3.5,4,66705
03590,418,6.2,7.4,3.3,1.2,45625
03592,544,15.1,8.6,6.8,2.2,53750
03593,173,16.8,28.9,8.1,5.2,82750
03595,386,11.9,19.9,2.3,5.7,67000
03597,233,6.9,1.7,0,0,45469
03598,1494,12.2,13.4,7.2,2.7,57250
03601,125,16.8,24,1.6,1.6,70938
03602,983,9.1,23,4.2,5.2,61964
03603,2036,18.1,9.6,1.7,4.6,48657
03604,0,-,-,-,-,-
03605,283,20.8,25.8,5.7,3.5,77813
03607,99,14.1,23.2,6.1,4,73438
03608,1201,11.1,13.6,12,9.3,70096
03609,248,17.3,31.5,2.8,4.4,90833
03740,433,19.6,10.2,4.8,6,60813
03741,1567,15.3,21.1,11,5.2,78250
03743,5346,13.1,9.7,3,3.2,46731
03745,735,27.8,17.4,8,7.6,78894
03748,2056,13.5,23.4,8.6,12.5,92113
03750,259,0,13.5,17.8,44.8,174875
03751,203,4.9,3.4,0,14.8,36410
03752,301,7.3,27.2,4.3,2.3,56607
03753,1235,13.3,13.9,28.9,19.3,147219
03755,2668,6.9,15.1,13.4,33.7,143990
03765,158,0,0,0,19.6,70798
03766,4184,18,18.9,10.7,9.4,85094
03768,609,14.8,20.4,9,30,125156
03770,147,5.4,58.5,2.7,23.1,139044
03771,323,22.3,12.4,9.3,5.6,74063
03773,3031,18.4,16.2,5.1,4.9,67649
03774,691,6.5,16.5,0,3.9,45547
03777,538,17.8,14.7,7.4,15.2,81875
03779,269,11.5,22.7,6.3,9.7,75625
03780,198,49,9.1,23.7,7.6,-
03781,778,21.6,32.9,4,10.9,98300
03782,983,14.9,23.4,9.2,12.7,97011
03784,1802,17.1,10.4,4.9,13.7,66934
03785,831,11.6,9.9,7.6,2.2,49387
03801,10851,14.9,20.7,8.7,17.6,92576
03809,1325,20.7,30.9,4.5,8.3,87201
03810,809,11.7,35.2,24.1,6.4,108288
03811,2821,17.3,22.7,14.2,21.8,123257
03812,448,0.4,1.6,0,11.2,36394
03813,1573,19.1,9.2,5.1,5.2,55218
03814,933,2.6,22.2,7.7,3.4,60268
03816,567,21,13.2,7.4,4.8,68207
03817,295,11.9,3.7,13.9,5.1,52072
03818,1664,17.6,14.5,5.7,5.4,66029
03819,1649,15.6,17.3,18.7,11.1,95869
03820,14724,13,16.1,14.6,10.3,82464
03823,711,8.7,17.6,15.8,32.9,144191
03824,2904,7.6,14.5,11.7,19.5,87396
03825,3333,11.8,24.6,11.8,14.6,102512
03826,1122,6.3,26.4,10.9,12.7,97500
03827,1169,8.4,14,20.8,19.8,113750
03830,634,8.7,16.6,0,13.6,58056
03832,155,19.4,9.7,1.3,13.5,68750
03833,8953,9.9,17.7,10.2,19.7,96120
03835,2785,14.7,18.9,6.4,2.9,60322
03836,579,16.1,24.2,4,3.3,70875
03837,720,12.9,31.1,15.8,2.4,98611
03838,579,19.2,12.3,13.5,7.8,83607
03839,1577,18,22.9,8.5,3.1,78417
03840,1566,8.6,23.5,12.8,27.3,124695
03841,2623,11.7,23.3,11.1,18.3,105078
03842,7139,15.2,19.8,9.1,14.8,87554
03844,861,9.4,23.9,18.4,24.6,140625
03845,705,12.5,14.5,10.9,0,58209
03846,488,14.5,15.4,8.2,8.6,69886
03847,249,39.4,20.1,0,19.3,85844
03848,2687,8.4,23.9,13.3,7.5,82017
03849,459,27,24.8,5,9.6,84759
03850,69,0,31.9,0,0,-
03851,1512,8,30.1,13.7,2.1,81310
03852,140,1.4,37.1,5,0,-
03853,363,16.8,26.4,5.2,13.2,84323
03854,395,15.2,10.1,9.4,41.5,150875
03855,1005,15,17.4,15.9,10.5,89150
03856,637,7.2,15.9,26.8,35.6,174044
03857,4322,14.9,19.9,11.5,9.4,83070
03858,1769,11,34.6,23.2,14.4,135863
03860,1818,25.5,13,3.9,2,60208
03861,1865,15.8,21.9,9.5,11.6,88750
03862,1924,12.6,15.9,13,28.7,120808
03864,730,13.2,6.7,12.6,7.8,61993
03865,3242,18.3,24.6,8.9,11.5,90508
03867,9366,12.4,15.6,9.8,5.4,70861
03868,2528,9.4,18.7,6.8,6.7,61667
03869,1025,12.5,14.4,10.7,9,74092
03870,2206,17.8,10.7,16.8,28.9,115815
03871,201,7.5,7.5,0,47.3,-
03872,1674,18.9,31.9,9.9,5.3,94000
03873,2211,8.5,19,26.1,9.8,116048
03874,3837,17.2,15.9,7.8,11.8,79072
03875,406,15,11.6,18.7,6.7,85109
03878,5185,14,17,8.8,3,68909
03882,513,18.5,17.5,3.9,10.1,75179
03883,164,7.9,40.9,0,7.9,-
03884,1379,8.8,28.1,20.6,10.4,120453
03885,3046,13.5,24.3,11.2,28.1,130923
03886,457,23,6.3,0.7,2.8,55841
03887,699,12.6,24.2,7.7,4.9,74338
03890,19,0,0,0,0,-
03894,3005,4.3,22.8,8.7,6.4,67699
03897,17,29.4,11.8,0,58.8,"250,000+"
03901,3398,12.5,24.7,12,1.1,75541
03902,941,8.7,7,17,25.8,97250
03903,2680,13.4,22.8,13.2,8.4,84768
03904,4084,12.3,15.2,9.9,7,66517
03905,878,14.5,36.9,7.3,16.2,120583
03906,1954,18.7,16.7,13.9,2.3,82829
03907,595,18.2,9.9,15.1,9.1,80673
03908,2772,17.1,22,8.4,12.6,90446
03909,4539,12.4,25.9,12.1,13,102335
03910,14,0,0,0,0,-
03911,77,0,74,0,0,-
04001,1129,18.1,12.3,11.3,4.5,68073
04002,2979,13.9,17.5,5.5,4.7,59132
04003,107,10.3,30.8,5.6,0,-
04005,9987,11.8,15.8,6.7,5.5,60276
04006,27,0,0,0,100,"250,000+"
04008,1196,17.5,27.8,12,3.7,85556
04009,2245,21.2,18.1,6.7,2.7,72332
04010,613,12.1,10.8,5.2,2.1,53031
04011,8716,11.7,14.2,11.4,8,67488
04015,1700,10,23.3,3.8,4.1,56731
04017,302,13.9,14.2,5.3,4.3,54375
04019,39,71.8,10.3,12.8,0,98359
04020,704,14.6,8.7,6,3.1,61099
04021,2339,15.9,20.4,16.2,24.7,120938
04022,431,12.5,17.6,6.5,8.1,66146
04024,193,19.7,11.4,5.7,3.6,59760
04027,2277,13.7,26.7,17.6,2.7,92117
04029,836,18.5,14.2,1.3,8.7,57037
04030,735,11.2,9.1,18.5,20.4,93274
04032,3427,15.5,18.6,11.1,13.2,86870
04037,1458,12.7,11,7.6,1.8,51500
04038,6092,18.8,18,14.5,11.7,90446
04039,3434,16.5,29.8,7.7,7.1,88917
04040,1390,14.5,9.4,4.3,2.6,50476
04041,617,10,16.9,1.3,2.1,47734
04042,1882,22.5,22.3,4.7,5.4,82500
04043,4858,24.5,19.2,7.4,8.2,88865
04046,3201,20.4,20.5,6.7,9.4,86642
04047,711,17.7,11.1,7.2,3.8,62228
04048,1171,24.8,21.9,1.8,2.4,77537
04049,1496,14.4,16,11.8,4,71529
04050,117,2.6,22.2,12.8,12,73750
04051,530,13.8,20.9,4,9.6,63125
04055,2006,11.4,15.5,6.8,3.6,61442
04056,39,0,25.6,0,0,44625
04057,116,59.5,0,0,0,-
04061,976,25.3,21.7,4.8,1.4,81094
04062,7064,17,22.1,10.1,9.4,87162
04063,389,8.2,12.1,10.5,7.5,53219
04064,4751,13.8,17.5,4.8,5.1,56408
04066,357,8.4,19,27.5,7.8,111435
04068,556,11.2,11.3,0.5,0,43981
04069,570,18.8,25.4,13.2,8.9,94531
04071,2173,12.6,20.3,8.5,10.6,79077
04072,8631,12.7,18.5,9.2,8.3,72700
04073,6997,16.1,19.2,5.4,2.1,63750
04074,8811,12.9,17.1,16.8,18.5,107210
04076,1144,18.1,25.3,2.6,4.3,76071
04079,1967,15.9,15,11,12.6,80813
04083,2037,15.8,25.1,3,4.1,72642
04084,2656,17.8,23.1,8.9,6.8,82000
04085,992,28.1,27,2.6,4.5,79883
04086,4135,21.8,17,5.3,5.3,73345
04087,924,23.5,31.1,1.4,2.5,83219
04088,532,12.6,16.4,9,1.7,59231
04090,4904,10.2,18.8,10.3,8.6,71090
04091,320,19.4,15.3,13.8,1.3,74688
04092,8838,20,16.8,8.3,2.9,71335
04093,3325,13.8,19.2,9.8,2.1,69465
04095,708,16.8,13.6,2.5,2,51250
04096,3463,14.3,18.2,7.5,18.2,90942
04097,1497,12.5,21,15.6,16.1,105917
04101,9684,11.6,11.7,5.6,5.8,50858
04102,7820,14.8,17.8,7.4,7.9,71126
04103,13183,14.1,18.2,8.8,9.8,76540
04105,4825,13.3,13.2,15.3,29.6,130739
04106,11774,14.3,18.7,8.5,7.2,73492
04107,3893,13.5,18.7,10.4,28.6,129503
04108,434,16.1,16.4,9,16.1,86000
04109,77,0,18.2,7.8,5.2,-
04110,611,10.8,14.9,4.6,45.2,139837
04210,10249,11.4,15,4.8,5.9,55402
04216,280,10.7,6.4,0,1.8,42188
04217,1540,8.5,12.4,4.2,2.7,36638
04219,559,14.8,14.1,5.2,1.8,51625
04220,1238,20.7,17.8,8.2,3.5,77652
04221,335,7.5,25.4,2.7,0,48750
04222,1699,24.1,17.5,15.3,2.8,82868
04224,1072,14,12.3,1.8,1.9,53051
04226,33,0,6.1,0,9.1,41477
04227,17,0,0,0,0,-
04231,94,11.7,4.3,0,8.5,38125
04234,0,-,-,-,-,-
04236,1661,15.7,15.6,16.3,9.5,85685
04237,105,8.6,5.7,1.9,14.3,-
04238,443,22.3,19,7.7,1.4,77644
04239,1928,19.4,14.3,0,4.4,67716
04240,15588,10.8,14.5,3.5,1.9,48069
04250,1782,14,12.9,15.9,0,66528
04252,1928,17.8,21.4,4.4,1.5,68142
04253,761,15.4,19.4,11,2.5,70855
04254,1412,6.3,0.8,0,0,38913
04255,302,20.5,8.3,7.3,1,49107
04256,1152,10,17.4,6.8,0,62429
04257,1136,17,3.9,0,1.4,40889
04258,1063,13.6,24.6,5,11.8,83355
04259,1412,8.4,29,6.9,1.7,65625
04260,2093,13.3,29.7,7.6,6.1,88467
04261,158,7.6,9.5,3.8,7,31250
04263,777,18.4,15.1,8.6,3.6,70347
04265,332,27.1,1.8,9,1.2,59286
04267,15,33.3,0,0,0,61250
04268,1915,11.1,8.2,5.8,6.8,50507
04270,2320,11.9,20,4.6,3,59526
04271,0,-,-,-,-,-
04274,2348,8.3,28.6,7.1,5.9,74886
04275,268,12.3,17.2,2.6,2.2,41875
04276,2416,11.2,12.4,4.6,1.6,44870
04280,2989,18.7,15,5.2,4.1,64866
04281,2063,15.4,6,6.6,2.5,51442
04282,2361,22.3,19.6,8.3,3.8,78848
04284,465,12,15.1,3.9,4.9,51125
04285,189,11.6,6.9,0.5,0.5,55066
04286,0,-,-,-,-,-
04287,1356,32.2,4.2,8.1,4.6,70000
04289,689,10.6,10.2,2.9,0,52578
04290,669,16.1,17.6,4.9,2.7,66544
04292,373,8,16.9,3.5,0,46023
04294,1422,6.3,15.8,3.4,3.9,50489
04330,12227,12.9,12.2,3.2,3.1,46515
04341,0,-,-,-,-,-
04342,717,17,18,3.5,2.1,69375
04344,1381,18.8,7,3.6,5.1,59519
04345,4760,13,18.5,7,4.8,64859
04346,792,14.8,13.1,2.5,3.8,52639
04347,1289,2.8,11.6,6.7,7.4,57250
04348,1169,15.5,17.6,5.1,1.5,65231
04349,581,16,15.7,4.6,1.4,54375
04350,1482,21.9,15,6.8,4.6,71691
04351,974,16.7,19.2,8.2,7.6,77941
04352,665,17.1,13.1,5.7,5.1,55375
04353,895,23.1,16.4,6.5,4.1,75139
04354,618,21,17.6,9.9,3.7,77333
04355,959,18.6,24.4,8.8,9.4,94219
04357,1484,15.6,13.2,3.4,1.7,55878
04358,1845,24.3,22.8,4.9,6.2,83705
04359,127,0,37,15.7,0,-
04360,229,14.4,23.6,0.9,0.9,63274
04363,1051,12.7,21,3.2,1.8,59440
04364,2533,25.6,13.8,5.3,3.9,74338
04401,18773,12.2,13.6,6.6,4.5,57428
04406,328,19.2,3.4,0,4.6,42222
04408,100,4,13,12,3,58750
04410,430,16.5,24.2,4.7,3,71786
04411,620,19.5,23.9,3.9,1.3,71250
04412,4074,14.5,11.4,4.1,3.2,50614
04413,75,20,6.7,0,0,55083
04414,667,17.2,16.5,4,1.9,53750
04415,116,2.6,6.9,0,0,37500
04416,2327,11.3,11.2,2.6,3.5,49397
